#GENE SYNS
BSCL2	GNG3LG,SPG17,seipin,seipin
PHACTR3	C20orf101,PPP1R123
PROKR2	KAL3,dJ680N4.3,GPR73b,GPRg2,PKR2,dJ680N4.3,GPR73b,GPRg2,PKR2
DDX27	dJ686N3.1,DRS1
KMT2B	CXXC10,HRX2,KIAA0304,MLL1B,MLL2,MLL4,TRX2,WBP7
ERBIN	ERBB2IP,LAP2
HPS4	BLOC3S2,KIAA1667,LE
PALM2	.
PALMD	C1orf11,FLJ20271,PALML
RBP5	CRBPIII
SEPT6	37500,37500,KIAA0128,MGC16619,MGC20339
CCND3	.
PPP1R16B	ANKRD4,KIAA0823,TIMAP
NECAB3	SYTIP2,dJ63M2.4,dJ63M2.5,EFCBP3,NIP1,XB51,dJ63M2.4,dJ63M2.5,EFCBP3,NIP1,XB51
ARFGAP1	ARF1GAP,bA261N11.3,FLJ10767
ARFGEF2	BIG2
BTBD3	dJ742J24.1,KIAA0952
CD93	MXRA4,C1qR(P),C1qRP,CDw93,dJ737E23.1,ECSM3,C1qR(P),C1qRP,CDw93,dJ737E23.1,ECSM3
TP53TG5	C20orf10,CLG01,dJ453C12.5
GID8	C20orf11,bA305P22.1,FLJ20602,TWA1
DZANK1	C20orf84,ANKRD64,bA189K21.8,dJ568F9.2,FLJ10600,FLJ30892,ANKRD64,bA189K21.8,dJ568F9.2,FLJ10600,FLJ30892
TASP1	C20orf13,dJ585I14.2,FLJ20212
PRPF6	C20orf14,ANT-1,bB152O15.1,hPrp6,Prp6,RP60,SNRNP102,TOM,U5-102K
DHX35	DDX35,FLJ22759,KAIA0875,FLJ22759,KAIA0875
SMOX	C20orf16,dJ779E11.1,FLJ20746,MGC1010,PAO,PAOh1,SMO
RBCK1	C20orf18,HOIL1,RBCK2,RNF54,UBCE7IP3,XAP4,ZRANB4
KIZ	NCRNA00153,PLK1S1,HT013,HT013,HT013
MRGBP	C20orf20,Eaf7,FLJ10914,MRG15BP
YTHDF1	C20orf21,FLJ20391
ABHD12	C20orf22,ABHD12A,BEM46L2,dJ965G21.2,DKFZP434P106
KIF16B	C20orf23,dJ971B4.1,FLJ20135,SNX23
CCNDBP1	DIP1,GCIP,HHM
RAB5IF	C20orf24,PNAS-11,RIP5
CFAP61	C20orf26,CaM-IP3,dJ1002M8.3,DKFZP434K156
C20orf27	FLJ20550
SPEF1	C20orf28,CLAMP,DKFZP434I114,SPEF1A
AP5S1	C20orf29,FLJ11168
TMEM230	C20orf30,HSPC274
EDEM2	C20orf49,bA4204.1,FLJ10783,bA4204.1,FLJ10783
CASS4	C20orf32,HEFL,HEPL
CTNNBL1	C20orf33,FLJ21108,NAP,NYD-SP19,P14,P14L
CDK5RAP1	C20orf34,C42,CGI-05,HSPC167
DBNDD2	C20orf35,HSMNP1
PCMTD2	C20orf36,FLJ10883
SYNDIG1	TMEM90B,DSPC2,FLJ14220,IFITMD5,SynDIG1,DSPC2,FLJ14220,IFITMD5,SynDIG1
AAR2	C20orf4,bA234K24.2
LSM14B	FAM61B,bA11M20.3,FLJ25473,FT005,LSM13,RAP55B,bA11M20.3,FLJ25473,FT005,LSM13,RAP55B
RTEL1	C20orf41,bK3184A7.3,DKFZP434C013,KIAA1088,NHL,RTEL
FERMT1	C20orf42,FLJ20116,KIND1,UNC112A,URP1
CCNE1	CCNE
RTF2	RTFDC1,CDAO5,HSPC164,CDAO5,HSPC164
UQCC1	UQCC,BFZB,CBP3,FLJ10850,BFZB,CBP3,FLJ10850
PRELID3B	C20orf45,SLMO2,dJ543J19.5,dJ543J19.5
TMEM74B	C20orf46,FLJ11190
PANK2	NBIA1,FLJ11729,HARP,HSS,PKAN,FLJ11729,HARP,HSS,PKAN
SEL1L2	C20orf50,DKFZp434C1826
ESF1	C20orf6,bA526K24.1
NDUFAF5	C20orf7,dJ842G6.1
CCNE2	CYCE2
DEFB126	C20orf8,bA530N10.1,DEFB-26
IFT52	C20orf9,CGI-53,dJ1028D15.1,NGD2,NGD5
CDH26	VR20
KAT14	CSRP2BP,ATAC2,CRP2BP,dJ717M23.1,PRO1194
L3MBTL1	L3MBTL,dJ138B7.3,DKFZp586P1522,KIAA0681,ZC2HC3
MYH7B	dJ756N5.1,KIAA1512,MHC14,MYH14
NAA20	NAT5,dJ1002M8.1,NAT3
NCOA5	bA465L10.6,CIA
CCNF	FBX1,FBXO1
NFS1	IscS,NifS
NOP56	NOL5A,SCA36
NSFL1C	dJ776F14.1,p47,UBX1,UBXD10,UBXN2C
NXT1	MTR2,P15
PAK5	PAK7,KIAA1264
PLCB1	KIAA0581,PLC154,PLC-I
ACOT8	PTE1,hACTE-III,hTE,NAP1,PTE-2
CCNG1	CCNG
PXMP4	PMP24
RALY	HNRPCL2,P542
REM1	REM,GES
RBM39	RNPC2,CAPER,CAPERalpha,CC1.3,fSAP59,HCC1
SALL4	dJ1112F19.1,ZNF797
SAMHD1	AGS5,HDDC1,Mg11,MOP-5,SBBI88
STMN3	SCLIP
ERGIC3	SDBCAG84,CGI-54,Erv46,NY-BR-84,PRO0989,CGI-54,Erv46,NY-BR-84,PRO0989
SIRPB1	CD172b,SIRP-BETA-1
CCNG2	.
SLC2A4RG	GEF,HDBP1,Si-1-2,Si-1-2-19
SNPH	bA314N13.5
EPPIN	SPINLW1,CT71,dJ461P17.2,EPPIN1,EPPIN2,EPPIN3,WAP7,WFDC7
NELFCD	TH1L,HSPC130,NELF-C,NELF-D,TH1
ZHX3	TIX1,KIAA0395
NCOA6	AIB3,ASC2,KIAA0181,NRC,PRIP,RAP250,TRBP
UBE2C	UBCH10
UCKL1	URKL1,FLJ20517
WFDC2	dJ461P17.6,EDDM4,HE4,WAP5
CCNH	CycH,p34,p37
ZFP64	ZNF338,dJ548G19.1,dJ831D17.1,FLJ10734,FLJ12628
STX18	Ufe1
PARD6A	PAR-6,PAR-6A,PAR6alpha,TAX40,TIP-40
CELA3A	ELA3A,ELA3
CELA3B	ELA3B,CBPP
RP1L1	DCDC4B
UACA	FLJ10128,KIAA1561
ZGPAT	KIAA1847,dJ583P15.3,FLJ14972,GPATC6,GPATCH6,MGC44880,ZC3H9,ZC3HDC9,ZIP
CCNI	CCNI1
SCRT1	DKFZp547F072,ZNF898
SCRT2	ZNF898B
TOE1	hCaf1z
SEZ6	.
SLC2A13	HMIT
WFDC3	dJ447F3.3,WAP14
CSTL1	CTES1,dJ322G13.4
CST11	CST8L,CTES2,dJ322G13.6
CCNK	CPR4
CBLC	CBL-3,CBL-SL,RNF57
CBX8	HPC3,PC3,RC1
CHRNA6	.
DAZ2	MGC126442,pDP1678
DAZ3	.
DAZ4	.
DEFB103A	DEFB3,DEFB-3,HBD3,HBD-3,HBP3,HBP-3,DEFB-3,HBD3,HBD-3,HBP3,HBP-3
GDAP1	CMT4A,CMT2K,CMT4
PAPOLB	PAPT
TSG101	TSG10,VPS23
VPS18	KIAA1475,PEP3
DTX2	KIAA1528,RNF58
TRIM2	CMT2R,KIAA0517,RNF86
SASH3	CXorf9,753P9,HACS2,SH3D6C,SLY
HES7	bHLHb37
TP63	TP73L,EEC3,KET,NBP,OFC8,p51,p53CP,p63,p73H,p73L,SHFM4,EEC3,KET,NBP,OFC8,p51,p53CP,p63,p73H,p73L,SHFM4,EEC3,KET,NBP,OFC8,p51,p53CP,p63,p73H,p73L,SHFM4
RERG	MGC15754
ZNF296	ZNF342
CUL9	H7AP1,KIAA0708,PARC
WNT3A	.
APTX	AXA1,AOA,AOA1,EAOH,EOAHA,FLJ20157
SVEP1	C9orf13,bA427L11.3,FLJ13529,POLYDOM
LIN28A	LIN28,CSDD1,FLJ12457,LIN-28,ZCCHC1
GLRX3	TXNL2,bA500G10.4,GLRX4,GRX3,GRX4,PICOT
MPPE1	PGAP5
NAV1	DKFZp781D0314,FLJ12560,FLJ14203,KIAA1151,MGC14961,POMFIL3,steerin-1
CCNT1	HIVE1,CCNT,CYCT1
GCA	GCL
LMLN	Gp63,LMNL1,Msp
ZNF341	dJ553F4.3
CHST8	GALNAC-4-ST1
SERPINA9	CENTERIN,GCET1,SERPINA11b
SERPINA10	PZI,ZPI
NAV2	FLJ10633,FLJ11030,FLJ23707,HELAD1,KIAA1419,POMFIL2,RAINB1
NAV3	KIAA0938,POMFIL1
SELENON	SEPN1,RSS,SELN,RSS,SELN,RSS,SELN
SERPINA3	AACT,ACT
ACTL6B	ACTL6,BAF53B
CCNT2	.
SUGCT	C7orf10,DERP13,FLJ11808,ORF19
MPLKIP	C7orf11,ORF20,TTDN1
HES2	bHLHb40
CSRNP2	FAM130A1,C12ORF2,PPP1R72,TAIP-12,C12ORF2,PPP1R72,TAIP-12
TRIM63	RNF28,IRF,MURF-1,SMRZ
TRIM54	RNF30,MURF,MURF-3
ASB4	ASB-4
ASB1	ASB-1
ASB2	ASB-2
ASB3	ASB-3
CASD1	C7orf12,FLJ21213,FLJ21879
MOB1A	MOBKL1B,FLJ10788,FLJ11595,Mats1,MOB1,Mob4B,FLJ10788,FLJ11595,Mats1,MOB1,Mob4B,FLJ10788,FLJ11595,Mats1,MOB1,Mob4B
COLEC12	CL-P1,SCARA4,SRCL
ZNF343	MGC10715
CADPS2	CAPS2
CCR1	SCYAR1,CD191,CKR-1,MIP1aR,CD191,CKR-1,MIP1aR
N6AMT1	HEMK2,MTQ2,N6AMT,PRED28,MTQ2,N6AMT,PRED28
FGD3	FLJ00004,ZFYVE5
IL33	C9orf26,DKFZp586H0523,DVS27,IL1F11,NF-HEV
AQP10	.
CCR2	CMKBR2,CC-CKR-2,CD192,CKR2,FLJ78302,MCP-1-R
RNF31	FLJ10111,FLJ23501,HOIP,Paul,ZIBRA
BIVM	FLJ20159
STRC	DFNB16
ORMDL1	.
ORMDL2	adoplin-2,HSPC160,MST095,MSTP095
ORMDL3	.
ANGPTL4	ARP4,FIAF,HFARP,NL2,PGAR,pp1158
CCR3	CMKBR3,CC-CKR-3,CD193,CKR3
ATG4C	AUTL1,AUTL3,FLJ14867,AUTL3,FLJ14867
EMCN	MUC14
UNC50	GMH1,UNCL,URP
PRADC1	C2orf7,hPAP21,MGC13004,PAP21
FRAT2	.
PTGES3	cPGES,p23,TEBP
CCR4	CC-CKR-4,CD194,ChemR13,CKR4,CMKBR4,k5-5
MED12L	KIAA1635,TNRC11L,TRALP,TRALPUSH
PARD3	ASIP,Baz,Bazooka,PAR3,PARD3A,PPP1R118
ZNF444	EZF2,FLJ11137,ZSCAN17
CFAP52	WDR16,FLJ37528,WDRPUH
SLC46A2	TSCOT,Ly110
NLN	AGTBP,KIAA1226
PAK4	.
CCR5	CMKBR5,CC-CKR-5,CD195,CKR5,CKR-5,IDDM22
TRUB1	PUS4
PAK6	PAK5
CRTC1	MECT1,FLJ14027,KIAA0616,TORC1
MLLT10	AF10
GGA2	KIAA1080,VEAR
GLRX2	bA101E13.1,GRX2
ACER3	PHCA,APHC,FLJ11238
MYOCD	MYCD
PCNT	PCNT2,KEN,KIAA0402,PCN,PCNTB,SCKL4
CCR6	STRL22,BN-1,CD196,CKR-L3,CMKBR6,DCR2,DRY-6,GPR29,GPR-CY4
SFXN5	BBG-TCC,SLC56A5
OCIAD1	Asrij,FLJ20455,OCIA,TPA018
RAB33B	DKFZP434G099
PARD6G	PAR-6G,PAR6gamma
DUSP22	JKAP,JSP1,MKPX,VHX
STMN4	RB3
CCR7	EBI1,BLR2,CD197,CDw197,BLR2,CD197,CDw197
RHBDL2	FLJ20435
LIMS2	PINCH2,PINCH-2
SFXN1	FLJ12876,SLC56A1
SFXN2	SLC56A2
SFXN3	SFX3,SLC56A3
SFXN4	SLC56A4
PGRMC2	DG6,PMBP
CCR8	CMKBRL2,CDw198,CKR-L1,CY6,GPR-CY6,TER1,CDw198,CKR-L1,CY6,GPR-CY6,TER1
PGRMC1	HPR6.6
ACSS1	ACAS2L,AceCS2L,dJ568C11.3,MGC33843
BHLHE23	BHLHB4,bA305P22.3,Beta4,bHLHe23
ZBTB46	ZNF340,BZEL,FLJ13502,RINZF,BZEL,FLJ13502,RINZF
TOX2	C20orf100,dJ1108D11.2,GCX-1
VSTM2L	C20orf102,dJ1118M15.2
LAMP5	C20orf103,BAD-LAMP,dJ1119D9.3,UNC-46
PHF20	C20orf104,dJ1121G12.1,TDRD20A
GCNT7	C20orf105,dJ1153D9.2
ACTL7A	.
CCR9	GPR28,CDw199,GPR-9-6
FAM209A	C20orf106,dJ1153D9.3
FAM209B	C20orf107,dJ1153D9.4
FAM210B	C20orf108,dJ1167H4.1,DKFZP434A1114
TP53INP2	C20orf110,dJ1181N3.1,DKFZp434B2411,DKFZp434O0827,DOR,FLJ21759,FLJ23500,PINH
OSER1	C20orf111,dJ1183I21.1,HSPC207,Osr1,Perit1
NOL4L	C20orf113,dJ1184F4.2,dJ1184F4.4,DKFZP566G1424,dJ1184F4.2,dJ1184F4.4,DKFZP566G1424
BPIFB1	C20orf114,bA49G10.6,dJ1187J4.1,LPLUNC1,MGC14597,VEMSGP
ACKR4	CCRL1,CCBP2,CCR11,CCX-CKR,PPR1,VSHK1
DDRGK1	C20orf116,dJ1187M17.3,UFBP1
SOGA1	KIAA0889,dJ132F21.1,FLJ44670,SOGA,dJ132F21.1,FLJ44670,SOGA
TLDC2	C20orf118,dJ132F21.2
TTPAL	C20orf121,dJ179M20.3
WFDC12	C20orf122,dJ211D12.4,WAP2
OCSTAMP	C20orf123,dJ257E24.3
TTLL9	C20orf125,dJ310O13.1
PDRG1	C20orf126,dJ310O13.3
CCRL2	ACKR5,CKRX,CRAM-A,CRAM-B,HCR
FAM83C	C20orf128,dJ614O4.7
FAM83D	C20orf129,CHICA,dJ616B8.3
EMILIN3	C20orf130,EMILIN5,dJ620E11.4,dJ620E11.4
MROH8	C20orf132,dJ621N11.3,dJ621N11.4,dJ621N11.3,dJ621N11.4
MACROD2	C20orf133,dJ631M13.5
ACTL10	C20orf134
ABHD16B	C20orf135,dJ591C20.1
SAMD10	C20orf136
CCS	.
SPINT4	C20orf137,dJ601O1.1
WFDC13	C20orf138,dJ601O1.3,WAP13
SRXN1	C20orf139,dJ850E9.2,Npn3,SRX1,YKL086W
TBC1D20	C20orf140,dJ852M4.2
C20orf141	dJ860F19.4
FITM2	C20orf142,dJ881L22.2,FIT2
C20orf144	bclt,dJ63M2.6
WFDC10A	C20orf146,dJ688G8.3,WAP10
NANP	HDHD4,dJ694B14.3,MGC26833,dJ694B14.3,MGC26833
PPDPF	C20orf149,dJ697K14.9,exdpf
CABLES2	C20orf150,dJ908M14.2,ik3-2
RBBP8NL	C20orf151,dJ908M14.3
CNBD2	C20orf152,CNMPD1,dJ954P9.1,dJ954P9.1
MCM8	C20orf154,dJ967N21.5,MGC119522,MGC119523,MGC12866,MGC4816,REC
CRLS1	C20orf155,CLS1,dJ967N21.6,GCD10
CCT2	Cctb
CCM2L	C20orf160,dJ310O13.5
SNX21	C20orf161,dJ337O18.4,SNX-L
ZSWIM1	C20orf162,dJ337O18.5
NEURL2	C20orf163,dJ337O18.6,FLJ30259,Ozz,Ozz-E3
ZSWIM3	C20orf164,dJ337O18.7,PPP1R174
SPATA25	C20orf165,dJ337O18.8,TSG23
CCT3	TRIC5,Cctg
DNTTIP1	C20orf167,dJ447F3.4,Tdif1
SYS1	C20orf169,dJ453C12.4
WFDC8	C20orf170,dJ461P17.1,WAP8
WFDC6	C20orf171,dJ461P17.11,WAP6
DSN1	C20orf172,dJ469A13.2,hKNL-3,KNL3,MIS13
C20orf173	dJ477O4.4
ZNF831	C20orf174,dJ492J12.1
RIPOR3	FAM65C,dJ530I15.2,dJ530I15.3,dJ530I15.2,dJ530I15.3,dJ530I15.2,dJ530I15.3
CCT4	Cctd
FAM217B	C20orf177,dJ551D2.5
CHMP4B	C20orf178,dJ553F4.4,Shax1,SNF7-2,VPS32B
BANF2	C20orf179,BAF2,BAFL,BAF-L,dJ803K15.1
DOK5	C20orf180,dJ805C22.1
RSPO4	C20orf182,dJ824F16.3
ZBP1	C20orf183,DAI,dJ718J7.3,DLM1,DLM-1
BPIFB2	C20orf184,dJ726C3.2,LPLUNC2,dJ726C3.2,LPLUNC2
BPIFB3	C20orf185,dJ726C3.4,LPLUNC3,RYA3
BPIFB4	C20orf186,dJ726C3.5,LPLUNC4
CCT5	KIAA0098
TRPC4AP	C20orf188,dJ756N5.2,DKFZp586C1223,DKFZP727M231,PPP1R158,TRRP4AP
RIMS4	C20orf190,dJ781B1.3
ROMO1	C20orf52,bA353C18.2,MTGMP
SLC52A3	C20orf54,bA371L19.1,hRFT2,RFVT3
FAM110A	C20orf55,bA371L19.3
NKAIN4	C20orf58,bA261N11.2,FAM77A
SLC17A9	C20orf59,FLJ23412,VNUT
HSPA12B	C20orf60,dJ1009E24.2
DEFB118	C20orf63,DEFB-18,dJ1018D12.3,ESC42
TP53RK	C20orf64,BUD32,dJ101A2.2,Nori-2p,prpk
GTSF1L	C20orf65,FAM112A,dJ1028D15.4,dJ1028D15.4
ACTL7B	Tact1
CCT6A	CCT6,Cctz,HTR3,TCP20,TCPZ,TTCP20
PCIF1	C20orf67,bA465L10.1,PPP1R121
BPIFA2	C20orf70,bA49G10.1,PSP,SPLUNC2
BPIFA3	C20orf71,bA49G10.4,SPLUNC3
MGME1	C20orf72,bA504H3.4,DDK1
DEFB127	C20orf73,bA530N10.2,DEF-27
RALGAPA2	C20orf74,AS250,dJ1049G11.4,KIAA1272,RapGAPalpha2
LRRN4	C20orf75,dJ1056H1.1,NLRR4
RPRD1B	C20orf77,CREPT,dJ1057B20.2,DKFZp434P0735,FLJ44520,K-H,Kub5-Hera,NET60
CCT6B	Cctz2,TSA303
SCP2D1	C20orf79,dJ1068E13.2,HSD22
PCED1A	FAM113A,bA12M19.1,FLJ22376,bA12M19.1,FLJ22376
ISM1	C20orf82,bA149I18.1
C20orf85	bA196N14.1,LLC1
ANKRD60	C20orf86,bA196N14.3
DEFB129	C20orf87,bA530N10.3,DEFB-29
DTD1	HARS2,bA379J5.3,bA555E18.1,DUEB,MGC119131,MGC41905,pqn-68,bA379J5.3,bA555E18.1,DUEB,MGC119131,MGC41905,pqn-68
CCT7	Ccth,Nip7-1
COMMD7	C20orf92,dJ1085F17.3
SLX4IP	C20orf94,dJ1099D15.3
ARHGAP40	C20orf95,dJ1100H13.4
C20orf96	dJ1103G7.2
TRIB3	C20orf97,dJ1103G7.3,TRB3
NRSN2	C20orf98,dJ1103G7.6
CCT8	C21orf112,Cctq,PRED71
ZCCHC3	C20orf99,dJ1103G7.7
CBLN4	CBLNL1,dJ885A10.1
COX4I2	COX4L2,COX4-2,COX4B,COXIV-2,dJ857M17.2
CST9L	bA218C14.1,CTES7B
CTCFL	BORIS,CT27,dJ579F20.2
DNAJC5	CLN4,DNAJC5A,FLJ00118,FLJ13070
DUSP15	C20orf57,bA243J16.5,bA243J16.6,FLJ20645,VHY
MTG2	GTPBP5,dJ1005F21.2,FLJ10741,ObgH1
MYLK2	KMLC,MLCK2,skMLCK
NPEPL1	bA261P9.2,FLJ11583
PARD6B	PAR-6B
SIRPB2	PTPN1L,PTPNS1L3,dJ776F14.2,dJ776F14.2
SIRPD	PTPNS1L2,dJ576H24.4
R3HDML	dJ881L22.3
XCR1	CCXCR1,GPR5
SUN5	SPAG4L,dJ726C3.1,TSARG4
SPTLC3	SPTLC2L,FLJ11112,hLCB2b,LCB2B,FLJ11112,hLCB2b,LCB2B
STK35	bA550O8.2,CLIK1
TGM6	TGM3L,dJ734P14.3,SCA35,TGY
TUBB1	dJ543J19.4
SMYD5	RAI15,NN8-4AG,RRG1,ZMYND23
MAML2	KIAA1819,MAM3
SPACA3	ALLP17,CT54,LYC3,LYZL3,SLLP1
SLC22A9	FLJ23666,OAT4,OAT7,UST3
YAP1	YAP65
CDC42EP2	BORG1,CEP2
TRAP1	HSP75,HSP90L
WNT5B	.
SLC19A3	THTR2
WNT16	.
PNPLA6	iPLA2delta,NTE,SPG39,sws
SLC16A8	MCT3,REMP
RAD21L1	dJ545L17.2,RAD21L
MAML3	TNRC3,CAGH3,GDN,KIAA1816,MAM2
SYAP1	FLJ14495,PRO3113
CYYR1	C21orf95
TRIM4	RNF87
TRIM5	RNF88,TRIM5alpha
TRIM6	RNF89
TRIM7	GNIP,RNF90
CD14	.
TRIM36	HAPRIN,RBCC728,RNF98
TRIM11	BIA1,RNF92
TRIM14	KIAA0129
TRIM15	ZNF178,RNF93,ZNFB7
TRIM35	HLS5,KIAA1098,MAIR
ELMO1	CED12,CED-12,ELMO-1,KIAA0281
NFU1	HIRIP5,CGI-33,NifU,NIFUC
TRIM9	RNF91,SPRING
TRIM31	C6orf13,HCG1,HCGI,RNF
TRIM33	FLJ11429,KIAA1113,PTC7,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA
UPB1	BUP1
MIDN	.
ADAMDEC1	M12.219
ACTN1	.
CD151	PETA-3,RAPH,SFA-1,TSPAN24
ADAMTS15	.
LENG9	.
LILRA5	LILRB7,CD85,CD85f,ILT11,LIR9
CD163	M130,MM130,SCARI1
KIR3DL3	CD158z,KIR3DL7,KIR44,KIRC1
KRTDAP	KDAP,UNQ467
SNX22	FLJ13952
PPP1R2B	PPP1R2P3,MGC87149
CD164	DFNA66,MGC-24,MUC-24
PPP1R2C	PPP1R2P9,I-4
CD19	.
CD1A	CD1
GALNT17	WBSCR17,GalNAc-T17,GalNAc-T19,GalNAc-T5L,GALNTL3,ppGalNAc-T17
ARHGAP12	FLJ10971,FLJ20737,FLJ21785
CD1B	CD1
MRM2	FTSJ2,FJH1,RRMJ2
MAGED2	11B6,BCG1,HCA10,JCL-1,MAGED,MAGE-D2,MGC8386
ADHFE1	ADHFe1,FLJ32430
USH1G	ANKS4A,FLJ33924,Sans
CD1C	CD1
WHRN	DFNB31,CIP98,PDZD7B,USH2D
NKX2-8	NKX2H,NKX2.8,Nkx2-9
ZIM3	ZNF657
ZNF345	HZF10
PARK7	DJ1,DJ-1,GATD2
CD1D	.
OSBPL3	OSBP3,KIAA0704,ORP3,ORP-3
CAPNS2	MGC12536,MGC14804
FAM8A1	AHCP
OTOA	DFNB22,CT108
TRIM22	GPSTAF50,RNF94,STAF50
CD1E	.
TRIM32	LGMD2H,BBS11,HT2A,TATIP
PPM1L	PP2CE
TRIM28	KAP1,PPP1R157,RNF96,TF1B,TIF1B
NSUN5	WBSCR20A,FLJ10267,NOL1R,NSUN5A,p120(NOL1),Ynl022cL,FLJ10267,NOL1R,NSUN5A,p120(NOL1),Ynl022cL
OSBPL9	.
OSBPL7	MGC71150,ORP7
OSBPL6	ORP6
HSPBAP1	FLJ22623,PASS1
CD2	SRBC
NOD1	CARD4,CLR7.1,NLRC1
CARD9	.
OSBPL5	KIAA1534,ORP5
CARD11	BIMP3,CARMA1
CARD6	CINCIN1
OSBPL10	.
OSBPL8	MST120,MSTP120,ORP8,OSBP10
OSBPL11	FLJ13012,FLJ13164,ORP11,ORP-11
OSBPL1A	OSBPL1B,ORP1,ORP-1
ACTN2	.
NLRP3	CIAS1,AGTAVPRL,AII,AVP,CLR1.1,FCAS,FCU,MWS,NALP3,PYPAF1,AGTAVPRL,AII,AVP,CLR1.1,FCAS,FCU,MWS,NALP3,PYPAF1
ZNF346	JAZ,Zfp346
IL17F	IL-17F,ML1,ML-1
BUD23	WBSCR22,MERM1,MGC19709,MGC2022,MGC5140,PP3381,WBMT
EFHC1	EJM,EJM1,FLJ10466,FLJ10466
ABHD11	WBSCR21,PP1226
SPDYE1	WBSCR19,Ringo1,SPDYE
CD209	CDSIGN,CLEC4L,DC-SIGN,DC-SIGN1
DNAJC30	WBSCR18
AFG1L	LACE1,AFG1
NLRC4	CARD12,CLAN,CLAN1,CLANA,CLANB,CLANC,CLAND,CLR2.1,ipaf
SOX6	.
CARD10	BIMP1,CARMA3
LIAS	LAS
CD22	SIGLEC2,SIGLEC-2
LACRT	LACRITIN
VNN3	HSA238982
AZIN1	OAZIN,OAZI,ODC1L
HM13	dJ324O17.1,H13,IMP1,IMPAS,PSENL3,PSL3,SPP,SPPL1
GGTLC1	GGTLA4,dJ831C21.1,dJ831C21.2,dJ831C21.1,dJ831C21.2
SLC4A11	CHED2,BTR1,dJ794I6.2,FECD4,NaBC1,BTR1,dJ794I6.2,FECD4,NaBC1
SPACA4	SAMP14
P2RY14	GPR105,KIAA0001
NKAIN2	TCBA1,FAM77B
DHRS1	FLJ25430,MGC20204,SDR19C1
CARD14	PSORS2,BIMP2,CARMA2
ZNF347	ZNF1111
ASRGL1	ALP,ALP1,FLJ22316
RFPL4A	RFPL4,RNF210
CD24	CD24A
CGB7	CG-beta-a
CGB5	HCG
CGB8	.
NMUR2	NMU2R
MAP3K7CL	C21orf7,TAK1L,TAKL,TAKL-1,TAKL-2,TAKL-4
C21orf91	C21orf38,CSSG1,EURL,YG81,CSSG1,EURL,YG81
FARP2	FIR,FRG,KIAA0793,PLEKHC3
WBP11	NPWBP,PPP1R165,SIPP1
STRBP	ILF3L,FLJ11307,SPNR
PRPF40A	FNBP3,FBP11,FBP-11,FLAF1,FLJ20585,HIP10,HYPA,NY-REN-6,Prp40
EPSTI1	BRESI1,MGC29634
SUFU	PRO1280,SUFUH,SUFUXL
ACAP1	CENTB1,KIAA0050
LACTB	MRPL56,FLJ14902
ACAP2	CENTB2,CNT-B2,KIAA0041
TXNDC2	SPTRX1
CAPS2	.
SLC45A2	MATP,AIM-1,OCA4
NME8	TXNDC3,CILD6,NM23-H8,SPTRX2
HSDL1	SDR12C3
TOLLIP	IL-1RAcPIP
SLC28A3	CNT3
HUS1B	.
ADAP1	CENTA1,GCS1L
ADAP2	CENTA2
UNC119B	MGC5139,POC7B
ATG4A	APG4A,AUTL2
DPP8	DP8,DPRP1,FLJ14920,FLJ20283,MGC26191,MSTP141
PIDD1	PIDD,DKFZp434D229,MGC16925,DKFZp434D229,MGC16925
FAM160B2	RAI16,FLJ21801
ZMIZ1	RAI17,FLJ13541,hZIMP10,KIAA1224,MIZ,RP11-519K18.1,Zimp10
PLSCR2	.
PLSCR3	.
ACSL6	FACL6,ACS2,KIAA0837,LACS2,LACS5
PLSCR4	.
RAB39B	MRX72,WSN
ACTN3	.
DAPP1	BAM32
PDLIM4	RIL
RHBDL3	RHBDL4,VRHO
BPIFC	BPIL2,dJ149A16.7
BPIFB6	BPIL3,LPLUNC6
CYGB	HGB,STAP
SYNPR	MGC26651,SPO
RAB3IP	FLJ22548,RABIN3,RABIN8
SSX2IP	hMsd1
FBXO31	FBX14,Fbx31,FBXO14,MGC15419
SEPT8	37500,KIAA0202
BSND	DFNB73,BART
TMC1	DFNB11,DFNB7
KLF3	BKLF
TMPRSS6	FLJ30744
LCE2D	SPRL1A,LEP12
RAB34	NARR,RAB39,RAH
RAB39A	RAB39
LARGE2	GYLTL1B,FLJ35207,PP5656
RAB17	.
RAB14	FBP,RAB-14
RAB6C	WTH3
ACSL5	FACL5,ACS2,ACS5
TMC2	C20orf145,dJ686C3.3
DKKL1	CT34,SGY-1
CD28	.
CD2BP2	LIN1,PPP1R59,Snu40,U5-52K
CD33	FLJ00391,p67,SIGLEC3,SIGLEC-3
ACTN4	FSGS1
PYCARD	ASC,CARD5,TMS-1
LCE2B	SPRL1B,LEP10,XP5
LCE1B	SPRL2A,LEP2
LCE3C	SPRL3A,LEP15
LCE4A	SPRL4A,LEP8
LCE5A	SPRL5A,LEP18
LCE3D	SPRL6A,SPRL6B,LEP16,LEP16
BHLHE41	BHLHB3,37591,bHLHe41,SHARP1,SHARP-1
MRPS34	MGC2616,MRP-S12
CD34	.
RAPGEF4	cAMP-GEFII,CGEF2
CHEK2	RAD53,bA444G7,CDS1,CHK2,HuCds1,PP1425
DIRC2	FLJ14784,RCC4
RAPGEF3	bcm910,cAMP-GEFI,EPAC
